id_obra,contratada,data_fim_previsto,data_inicio,descricao,municipio,percentual_executado,status,valor,
7029,TECNOS,"Sat, 03 Sep 2016","Mon, 16 Jun 2014","CONSTRUÇÃO DE QUADRA POLIESPORTIVA COBERTA (20X30), NA EEFM ADAUTO BEZERRA - BARBALHA-CE",BARBALHA,89.32,Em Execução,298376.52,
2563,CONSTRUTORA E IMOBILIÁRIA ATUALPA LTDA,"Sat, 22 Dec 2012","Wed, 15 Jun 2011",CONSTRUÇÃO DA DELEGACIA DA MULHER TIPO III NO MUNICIPIO DE QUIXADA CE,QUIXADÁ,83.41,Concluída,1045577.87,
2410,M S J CONSTRUÇÕES,"Sat, 02 Apr 2011","Fri, 06 Aug 2010",CONSTRUÇÃO DE UMA ESCOLA DE EDUCAÇÃO PROFISSIONAL COM 12 SALAS NO MUNICIPIO DE CANINDE,CANINDÉ,0.03,Cancelada,5327911.10,
5873,LENA CONSTRUÇÕES LTDA,"Sun, 13 Mar 2011","Tue, 20 Oct 2009",CONSTRUÇÃO DE 16 ESCOLAS ESTADUAIS DE ENSINO MÉDIO REGULAR EM DIVERSOS MUNICIPIOS DO ESTADO DO CEARÁ,ITAPIÚNA,99.69,Cancelada,1550460.51,
7497,CONCRETA ENGENHARIA LTDA,"Sat, 07 Oct 2017","Fri, 15 Jul 2016",OBRA DE CONSTRUÇÃO DO CENTRO DAS RENDEIRAS DA PRAINHA - AQUIRAZ-CE,AQUIRAZ,100.00,Em Execução,1669338.27,
7253,CYTHYAGO,"Sat, 25 Jun 2016","Tue, 02 Jun 2015",CONSTRUÇÃO DA REGIONAL DO DETRAN/CE NO MUNICÍPIO DE IGUATU/CE,IGUATU,32.05,Cancelada,1603243.22,
6661,MPI,"Sun, 03 Mar 2013","Tue, 04 Dec 2012",AMPLIAÇÃO DA REDE DE DISTRIBUIÇÃO DE MÉDIA TENSÃO DE 13.8 KV E DA REDE DE FIBRA ÓPTICA DO CAMPUS DO PICI DA UNIVERSIDADE FEDERAL DO CEARÁ - UFC,FORTALEZA,0.00,Cancelada,651745.87,
5938,CONDUTA CONSTRUÇÕES,"Tue, 14 Sep 2010","Fri, 04 Dec 2009",REFORMA E AMPLIAÇÃO DA CADEIA PÚBLICA DE CAMOCIM- CE,CAMOCIM,100.00,Em Execução,291044.31,
7713,CONSTRUTORA CORREIA LIMA,"Mon, 28 May 2018","Thu, 30 Nov 2017","CONCLUSÃO DA CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO EM ÁREA RURAL, NA LOCALIDADE DE BARRA, NO MUNICÍPIO DE AIUABA - CE",AIUABA,0.00,Em Execução,1069719.66,
7012,CONSTRUTORA CAMPOS OLIVEIRA,"Fri, 17 Nov 2017","Mon, 16 Jun 2014","OBRAS DE CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO, NO MUNICÍPIO DE QUIXERAMOBIM (CANAFÍSTULA ) - CE.",QUIXERAMOBIM,99.89,Em Execução,1727016.48,
6553,NOVO HORIZONTE CONTAINERS,"Sun, 24 Dec 2017","Wed, 03 Oct 2012","JOSÉ WATER - AQUISIÇÃO DE MÓDULOS PARA IMPLANTAÇÃO DE UNIDADES DE PRONTO ATENDIMENTO DE SAÚDE, INCLUINDO A INSTALAÇÃO, MONTAGEM E ASSISTÊNCIA TÉCNICA",FORTALEZA,100.00,Concluída,3642507.50,
4850,EPOCA ENGENHARIA,"Sun, 12 Feb 2012","Fri, 02 Oct 2009",CONSTRUÇÃO DE 07 ESCOLAS ESTADUAIS PROFISSIONALIZANTES COM 12 SALAS PADRÕES,TIANGUÁ,98.20,Concluída,4679626.14,
5812,CONSTRUTORA TERRA,"Tue, 21 Jul 2009","Thu, 23 Apr 2009",CONSTRUÇÃO DE UMA QUADRA COBERTA NO LICEU MARIA CAVALCANTE COSTA - EM QUIXADÁ,QUIXADÁ,100.00,Concluída,501480.50,
2519,COSAMPA,"Wed, 17 Oct 2012","Wed, 28 Jul 2010","OBRAS DE CONSTRUÇÕES DE MÓDULOS SANITÁRIOS TPO 09 E TIPO 11, NOS PADRÕES DA FUNASA, EM DIVIERSOS MUNICÍPIOS DO ESTADO DO CEARÁ LOTE 03",GUARACIABA DO NORTE,65.11,Paralisada,567845.75,
7123,TUTTI ENGENHARIA CIVIL,"Wed, 04 May 2016","Thu, 14 Aug 2014",CONSTRUÇÃO DE QUADRA POLIESPORTIVA COBERTA (20X30) NA EEFM PROF PLÁCIDO ADERALDO CASTELO - FORTALEZA - CE,FORTALEZA,100.00,Concluída,289692.49,
7431,L.C.S ,"Fri, 20 Jul 2018","Wed, 20 Jul 2016",CONSTRUÇÃO DA ESCOLA DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE SÃO BENEDITO - CE,SÃO BENEDITO,6.14,Em Execução,7774075.89,
4848,EPOCA ENGENHARIA,"Fri, 17 Sep 2010","Thu, 21 Jan 2010",CONSTRUÇÃO DA ESCOLA ESTADUAL DE EDUCAÇÃO PROFISSIONALIZANTE COM 12 SALAS PADROES NO MUNICIPIO DE CAMOCIM,CAMOCIM,87.57,Concluída,6949002.44,
5886,CONSTRUTORA ADLE,"Sat, 16 Jul 2011","Fri, 18 Dec 2009","REFORMA DE 09 ESCOLAS DA REDE FISÍCA ESTADUAL,EM DIVERSOS MUNICIPIOS ESTADUAL DO CEARÁ",ACARAPE,100.00,Paralisada,280013.54,
6940,CONSÓRCIO CETRO/EDCON/BORGES ,"Thu, 16 Nov 2017","Tue, 03 Dec 2013","CONSTRUÇÃO DE REMANESCENTE DE OBRA DE ESCOLA PROFISSIONAL, NO MUNICIPIO DE PALMÁCIA - CE",PALMÁCIA,100.00,Concluída,9265456.10,
6492,FERRAZ ENGENHARIA,"Tue, 23 Jul 2013","Wed, 30 May 2012",EXECUÇÃO DAS OBRAS DE AMPLIAÇÃO E REFORMA DO POSTO DE ATENDIMENTO DO DETRAN NA CIDADE DO CRATO/CE,CRATO,100.00,Concluída,705706.83,
5929,GARRA CONTRUÇÔES LTDA,"Tue, 24 Nov 2009","Tue, 28 Jul 2009","CONSTRUÇÃO DA QUADRA DE ESPORTES COBERTA (ARQ. 01 LADO) DA PENITENCIÁRIA INDUSTRIAL REGIONAL DO CARIRI-PIRC, NO MUNICIPIO DE JUAZEIRO DO NORTE-CE",JUAZEIRO DO NORTE,38.29,Cancelada,323010.51,
4583,NOVO HORIZONTE CONTAINERS,"Thu, 07 Jul 2016","Fri, 16 Jul 2010",SÃO GONÇALO/PECÉM - AQUISIÇÃO DE MÓDULOS PARA IMPLANTAÇÃO DE UNIDADES DE PRONTO ATENDIMENTO DE SAÚDE - UPA,SÃO GONÇALO DO AMARANTE,100.00,Concluída,2725000.00,
7264,TECNOCON,"Sat, 21 Oct 2017","Wed, 20 Jul 2016","OBRA DE CONSTRUÇÃO DA EEMI ESTADO DE ALAGOAS, EM FORTALEZA - CE",FORTALEZA,9.43,Cancelada,2397697.13,
6805,IC PROJETOS,"Tue, 15 Apr 2014","Tue, 21 May 2013","CONSTRUÇÕES DE BANHEIROS, VESTIÁRIOS, GALPÕES E CAIXA D'ÁGUA NAS EEMR NA ÁREA RURAL NO MUNICÍPIO DE ITAPIPOCA - CE",ITAPIPOCA,35.95,Cancelada,56293.49,
6591,HM ENGENHARIA E SERVIÇOS LTDA,"Mon, 09 Feb 2015","Tue, 27 Nov 2012",CONSTRUÇÃO DA ÁREA DE EXAMES NO POSTO DO DETRAN - CE NO MUNICÍPIO DE MORADA NOVA,MORADA NOVA,100.00,Concluída,1758442.50,
7177,CONSTRUTORA CAMPOS OLIVEIRA,"Tue, 29 Nov 2016","Tue, 11 Nov 2014",OBRAS DE CONSTRUÇÃO DE UM CENTRO SOCIOEDUCATIVO MASCULINO EM JUAZEIRO DO NORTE PARA ADOLESCENTES EM CONFLITO COM A LEI - JUAZEIRO DO NORTE - CE,JUAZEIRO DO NORTE,100.00,Concluída,11289844.93,
5950,FCK CONSTRUÇÕES,"Tue, 03 Feb 2009","Thu, 06 Nov 2008","REFORMA, RECUPERAÇÃO E AMPLIAÇÃO DA CADEIA PÚBLICA DO MUNICÍPIO DE ERERÊ",ERERÊ,100.00,Concluída,47305.51,
7752,ATHOS CONSTRUÇÕES,"Mon, 09 Apr 2018","Mon, 11 Dec 2017",EXECUÇÃO DA CONSTRUÇÃO DO CENTRO DE ESPORTE PARA FUTEBOL – ARENINHA NO MUNICÍPIO DE ARACATI - CE,ARACATI,18.21,Em Execução,1614695.05,
7143,TUTTI ENGENHARIA CIVIL,"Fri, 10 Jun 2016","Mon, 25 Aug 2014",CONSTRUÇÃO DE QUADRA POLIESPORTIVA COBERTA (20M X 30M) NA EDEFM EUDES VERAS - MARACANAÚ - CE,MARACANAÚ,100.00,Concluída,296130.60,
7176,FORTEKS ENGENHARIA,"Fri, 28 Oct 2016","Tue, 21 Oct 2014",CONSTRUÇÃO DO CENTRO EDUCACIONAL MASCULINO EM SOBRAL PARA ADOLESCENTES EM CONFLITO COM A LEI - SOBRAL - CE,SOBRAL,99.57,Concluída,10327465.07,
7556,SM,"Sat, 29 Jul 2017","Thu, 20 Jul 2017","SERVIÇO DE MONTAGEM DE SISTEMA DE FECHAMENTO PARA ESPAÇOS ABERTOS DO TIPO GRADIL PARA AS OBRAS PARA O PROGRAMA MAIS INFÂNCIA CEARÁ, MODALIDADE BRINQUEDOPRAÇA, NO MUNICIPIO DE IRAUÇUBA/CE",IRAUÇUBA,100.00,Concluída,7033.57,
6750,TECNOS,"Fri, 27 Jun 2014","Wed, 03 Apr 2013",CONCLUSÃO E SERVIÇOS COMPLEMENTARES EM SEIS SALAS DA ESCOLA DE ENSINO MÉDIO REGULAR - ITAPIÚNA/CE,ITAPIÚNA,100.00,Concluída,576711.33,
7026,BORGES & LIMA CONSTRUÇÕES,"Mon, 15 Feb 2016","Thu, 26 Jun 2014",EFM DEPUTADO EMANUEL RODRIGUES VIÇOSA DO CEARÁ - CE,VIÇOSA DO CEARÁ,0.00,Cancelada,29548.69,
6219,FORTEKS ENGENHARIA,"Sun, 01 Nov 2009","Thu, 03 Sep 2009","CONSTRUÇÃO DA NOVA FACHADA PARA DELEGACIAS DE POLÍCIA CIVIL (PADRÃO II) COM URBANIZAÇÃO, EM JUAZEIRO DO NORTE, MAURITI E LAVRAS DA MANGABEIRA",LAVRAS DA MANGABEIRA,100.00,Em Execução,629758.49,
7740,ATHOS CONSTRUÇÕES,"Mon, 09 Apr 2018","Mon, 11 Dec 2017","EXECUÇÃO DA CONSTRUÇÃO DO CENTRO DE ESPORTE PARA FUTEBOL – ARENINHA NO MUNICÍPIO DE CRATO - CE
",CRATO,21.88,Em Execução,1549540.95,
7200,TSR CONSTRUÇÕES LTDA,"Fri, 31 Jul 2015","Thu, 18 Dec 2014",CONSTRUÇÃO E URBANIZAÇÃO DO ESTACIONAMENTO DO CENTRO DE PESQUISA E INOVAÇÃO EM BIOTECNOLOGIA - UECE EM FORTALEZA - CE,FORTALEZA,99.69,Concluída,307011.24,
6356,CONSTRUTORA BORGES  CARNEIRO LTDA,"Sun, 21 Apr 2013","Wed, 01 Feb 2012",REQUALIFICAÇÃO URBANA DA ÁREA CENTRAL DE FARIA BRITO - PÓRTICO,FARIAS BRITO,100.00,Concluída,40193.66,
6147,SAMARIA,"Sat, 27 Feb 2010","Tue, 01 Sep 2009","RECUPERAÇÃO DA CE-253, TRECHO GROAÍRAS-CARIRÉ",GROAÍRAS,100.00,Concluída,332808.80,
7658,SM,"Wed, 30 Aug 2017","Mon, 21 Aug 2017","SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ, NO MUNICÍPIO DE IBIAPINA",IBIAPINA,100.00,Concluída,30685.47,
7138,TUTTI ENGENHARIA CIVIL,"Fri, 10 Jun 2016","Mon, 25 Aug 2014",CONSTRUÇÃO DE QUADRA POLIESPORTIVA COBERTA (20M X 30M) NA EDEFM CHUI EM MARACANAÚ- CE,MARACANAÚ,100.00,Concluída,29974.16,
5869,VAP CONSTRUÇÕES LTDA,"Thu, 25 Apr 2013","Wed, 18 Nov 2009",CONSTRUÇÃO DE 16 ESCOLAS ESTADUAIS DE ENSINO MÉDIO REGULAR EM DIVERSOS MUNICIPIOS DO ESTADO DO CEARÁ,QUIXERAMOBIM,100.00,Concluída,1650983.66,
7168,SOUZA & FREITAS EDIFICAÇÕES LTDA,"Mon, 30 Oct 2017","Mon, 06 Oct 2014","CONSTRUÇÃO DE REMANESCENTE DE OBRA, NA ÁEREA RURAL, NA ESCOLA FAMILIA AGRICOLA/EFA - IPUEIRAS (BALSEIROS) LOTE II, NO ESTADO DO CEARÁ.",IPUEIRAS,79.67,Em Execução,2322646.11,
6788,PORTO CONSTRUÇÕES,"Mon, 24 Feb 2014","Mon, 01 Apr 2013",OBRA DE REFORMA E RECUPERAÇÃO DA FATEC DE QUIXERAMOBIM - CE,QUIXERAMOBIM,99.51,Concluída,551736.65,
7424,DUPLO  M,"Tue, 16 Jan 2018","Wed, 20 Jul 2016",OBRA DE CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE GENERAL SAMPAIO - CE,GENERAL SAMPAIO,52.86,Em Execução,4669451.82,
7623,TUTTI ENGENHARIA CIVIL,"Fri, 18 May 2018","Thu, 21 Sep 2017","REMANESCENTE DE OBRA DE CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO C/06 SALAS, EM SUCESSO NO MUNICÍPIO DE TAMBORIL - CE",TAMBORIL,20.41,Em Execução,1001461.73,
6715,SOUZA & FREITAS EDIFICAÇÕES LTDA,"Fri, 06 May 2016","Tue, 29 Jan 2013","CONSTRUÇÃO DE ESCOLA DE ENSINO MÉDIO NA ÁREA RURAL REFERENTE AO LOTE II, NO MUNICIPIO DE CRUZ (CAIÇARA/LOCAL PREA) - CE",CRUZ,100.00,Concluída,2261378.22,
6816,CYTHYAGO,"Mon, 21 Dec 2015","Tue, 21 May 2013",CONSTRUÇÃO DE ESCOLA DE ENSINO MÉDIO NA ÁREA RURAL EM CANINDÉ (ASSENTAMENTO CAL) NO ESTADO DO CEARÁ,CANINDÉ,100.00,Concluída,1223025.51,
4575,NOVO HORIZONTE CONTAINERS,"Thu, 07 Jul 2016","Fri, 16 Jul 2010",SER III - AQUISIÇÃO DE MÓDULOS PARA IMPLANTAÇÃO DE UNIDADES DE PRONTO ATENDIMENTO DE SAÚDE - UPA,FORTALEZA,70.00,Concluída,2725000.00,
6983,CYTHYAGO,"Sat, 09 Sep 2017","Tue, 13 May 2014","CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO EM ÁREA RURAL, NO MUNICÍPIO DE CANINDÉ (ASSENTAMENTO LOGRADOURO) , NO ESTADO DO CEARÁ.",CANINDÉ,66.53,Em Execução,2281648.99,
2617,L.C.S ,"Sun, 30 Oct 2011","Tue, 22 Sep 2009",CONSTRUÇAÕ DE 07 ESCOLAS ESTADUIAS PROFISSSIONALIZANTES COM 12 SALAS PADRÕES,HIDROLÂNDIA,64.45,Concluída,2272224.82,
6231,CEACON,"Sun, 04 Jan 2009","Thu, 06 Nov 2008","CONCLUSÃO DA REFORMA DO SALÃO DA TERRA, PRAÇA DOS COQUEIROS E WC´S DO DEPARTAMENTO DE ENSINO DE GRADUAÇÃO DA URCA-CRATO",CRATO,100.00,Concluída,93621.71,
2619,LINEAR CONSTRUÇÕES,"Mon, 02 Jan 2012","Mon, 11 Jan 2010",CONSTRUÇÃO DA ESCOLA ESTADUAL DE EDUCAÇÃO PROFISSIONALIZANTES COM 12 SALAS PADRÕES NO MUNICIPIO DE GUAIUBA,GUAIÚBA,100.87,Concluída,6374703.40,
7066,SIGNUS CONSTRUÇÕES,"Mon, 22 Jan 2018","Fri, 06 Jun 2014",EXECUÇÃO DAS OBRAS DE CONSTRUÇÃO DA CADEIA PÚBLICA MASCULINA - 600 VAGAS - NO MUNICÍPIO DE ITAITINGA - CE. CONTRATO 022/2014 - SIGNUS.,ITAITINGA,96.08,Em Execução,17794533.40,
2533,STRUCTURA ENGENHARIA.,"Mon, 31 Dec 2012","Mon, 29 Nov 2010",REALIZAR OS SERVIÇOS COMPLEMENTARES PARA A CONCLUSAO DA OBRA DO RESTAURANTE UNIVERSITARIO DA UECE,FORTALEZA,100.00,Concluída,155671.74,
7588,SM,"Wed, 02 Aug 2017","Mon, 24 Jul 2017","SERVIÇO DE ASSENTAMENTO DE PISO EMBORRACHADO, ANTI-IMPACTO E DRENANTE, COM FORNECIMENTO DE MATERIAL, PARA AS OBRAS DO PROGRAMA MAIS INFÂNCIA CEARÁ, NO MUNICÍPIO DE NOVA RUSSAS",NOVA RUSSAS,100.00,Concluída,30439.14,
4859,MFP CONSTRUTORA,"Thu, 05 Jan 2012","Tue, 15 Dec 2009","CONSTRUÇÃO DA ESCOLA ESTADUAL DE EDUCAÇÃO PROFISSIONALIZANTE COM 12 SALAS PADRÕES, NO MUNICIPIO VIÇOSA DO CEARÁ",VIÇOSA DO CEARÁ,58.10,Cancelada,6951122.31,
6133,SAMARIA,"Mon, 22 Feb 2010","Thu, 27 Aug 2009",RECUPERAÇÃO DA CE 265 TRECHO IBICUITINGA - QUIXADA COM  EXECUÇÃO SOB O REGIME DE EMPREITADA POR PREÇO UNITARIO,QUIXADÁ,100.00,Concluída,403102.95,
4744,STRUCTURA ENGENHARIA.,"Fri, 04 May 2012","Mon, 05 Apr 2010",CONSTRUÇÃO DE PISTA DE SKATE  NOS MUNICIPIOS DE ARACATI,ARACATI,100.00,Concluída,244168.72,
7488,TECNOS,"Sun, 22 Oct 2017","Mon, 18 Jul 2016",CONSTRUÇÃO DE QUADRA POLIESPORTIVA EM TABULEIRO DO NORTE - CE,TABULEIRO DO NORTE,5.65,Em Execução,441264.86,
6773,OX-GENIUM,"Wed, 03 Dec 2014","Mon, 22 Apr 2013","INSTALAÇÃO DOS EQUIPAMENTOS DOS GASES MEDICINAIS, INCLUSIVE A REDE DE TUBULAÇÃO NAS OBRAS DAS POLICLÍNICAS TIPO II CRATEÚS - CE (LOTE II)",CRATEÚS,80.56,Concluída,135541.09,
6570,LIDER,"Fri, 29 Nov 2013","Fri, 26 Oct 2012",IMPLANTAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA EM DIVERSOS MUNICÍPIOS DO ESTADO DO CEARÁ - SOBRAL,SOBRAL,98.93,Concluída,304665.64,
6743,TECNOCON,"Thu, 01 Sep 2016","Mon, 21 Jan 2013",OBRAS DE INFRAESTRUTURA SERV. DE PAVIMENTAÇÃO E CONST. DE UNIDADES HABITACIONAIS NO CONJUNTO SANTO SÁTIRO EM MARACANAU-CE,MARACANAÚ,48.17,Em Execução,3526578.66,
6486,MORADA CONSTRUÇÕES E SERVIÇOS LTDA,"Thu, 26 Feb 2015","Wed, 09 May 2012","SERVIÇOS COMPLEMENTARES DA POLICLÍNICA TIPO 1, NO MUNICIPIO DE CANINDÉ",CANINDÉ,97.57,Em Execução,3366865.83,
5753,TECNOCON,"Fri, 25 Dec 2009","Mon, 29 Jun 2009",CONSTRUÇÃO DE UMA ESCOLA RURAL COM 12 SALAS NA LOCALIDADE DE ITAPIPOCA - LOTE Nº X,ITAPIPOCA,100.00,Concluída,284817.77,
7503,SIGNUS CONSTRUÇÕES,"Fri, 30 Dec 2016","Mon, 04 Jul 2016",RECUPERAÇÃO EMERGENCIAL DO INSTITUTO PENAL FEMININO DESEMBARGADORA AURÍI MOURA COSTA - IPF,AQUIRAZ,73.18,Concluída,1353646.44,
4789,NOVA ENGENHARIA LTDA.,"Mon, 09 Jul 2012","Mon, 15 Mar 2010",CONSTRUÇAO DE UMA COMPAHIA DE BOMBEIROS NO BAIRRO DO CONJUNTO CEARA,FORTALEZA,100.00,Concluída,686785.11,
6497,FERRAZ ENGENHARIA,"Sun, 24 Feb 2013","Fri, 29 Jun 2012",REFORMA DA DELEGACIA REGIONAL DO MUNICÍPIO DE JAGUARIBE - CE,JAGUARIBE,100.00,Concluída,412553.14,
6321,FERRAZ ENGENHARIA,"Fri, 18 Jan 2013","Wed, 28 Dec 2011","OBRAS DE REFORMA E AMPLIAÇÃO DO GALPÃO ALMOXARIFADO DA SECRETARIA DO TRABALHO E DESENVOLVIMENTO SOCIAL - STDS, EM FORTALEZA - CE.",FORTALEZA,100.00,Concluída,158128.17,
7081,ZONA NORTE,"Fri, 27 Nov 2015","Tue, 08 Jul 2014","CONSTRUÇÃO DE QUADRA POLIESPORTIVA COBERTA (20X30) EEFM DEPUTADO FAUSTO AGUIAR ARRUDA, NO MUNICÍPIO DE PACATUBA - CE",PACATUBA,98.76,Concluída,126656.69,
7576,EXPERT,"Wed, 06 Sep 2017","Mon, 10 Apr 2017",CONSTRUÇÃO DE BANHEIROS NO CAMPUS JUNCO - UVA EM SOBRAL.,SOBRAL,97.85,Em Execução,269591.92,
6396,COSAMPA,"Tue, 30 Apr 2013","Tue, 13 Mar 2012",OBRA DE PAV. E SINA. DO CENTRO HIST. DE BARBALHA,BARBALHA,100.00,Concluída,1360034.84,
6653,POLY CONSTRUÇOES,"Tue, 03 Feb 2015","Thu, 14 Feb 2013",CONSTRUÇÃO DE ESCOLA DE ENSINO MÉDIO NA  AREA  RURAL DE  MOMBAÇA (ASSENTAMENTO SALAO) NO ESTADO DO CEARA,MOMBAÇA,96.37,Cancelada,1149269.54,
6462,MULTSERVICE INCORP,"Thu, 19 Feb 2009","Tue, 25 Jul 2006",REFORMA DA 21ª CÉLULA REGIONAL DE SAÚDE- CERES-JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,91.87,Concluída,75378.35,
6397,ENATEC ENGENHARIA LTDA,"Sun, 10 Feb 2013","Tue, 29 Nov 2011",INST. DE VENT. E EXAU. MEC. PARA O NOVO REST. DA UECE,FORTALEZA,100.00,Concluída,162332.30,
5999,JLJ,"Fri, 10 Sep 2010","Mon, 13 Jul 2009","CONSTRUÇÃO DA POLICLINICA TIPO 01, CAMOCIM",CAMOCIM,95.69,Concluída,4726302.10,
4746,STRUCTURA ENGENHARIA.,"Fri, 04 May 2012","Mon, 05 Apr 2010",CONSTRUÇÃO DE PISTA DE SKATE  NOS MUNICIPIOS DE CRATO,CRATO,100.00,Concluída,240033.35,
6652,POLY CONSTRUÇOES,"Tue, 08 Dec 2015","Thu, 31 Jan 2013",CONSTRUÇÃO DE ESCOLAS DE ENSINO MÉDIO NAS ÁREAS RURAIS DE QUIXERAMOBIM-CE,QUIXERAMOBIM,96.61,Concluída,2102194.86,
7263,PODIUM,"Wed, 27 Dec 2017","Tue, 01 Dec 2015","OBRA DE CONSTRUÇÃO DE UMA ESCOLA EEMI GENTIL BARREIRA COM 12 SALAS, EM FORTALEZA -CE",FORTALEZA,86.81,Em Execução,4613138.88,
2547,CONEX,"Mon, 30 Dec 2013","Mon, 07 Mar 2011",CONSTRUÇÃO DO PREDIO DO PROGRAMA DE POS-GRADUAÇÃO EM BIOPROSPECÇÃO MOLECULAR NA UNIVERSIDADE  REGIONAL DO CARIRI- URCA NO MUNICIPIO DO CRATO,CRATO,100.00,Concluída,564693.15,
6238,ANSA,"Mon, 13 Sep 2010","Fri, 18 Dec 2009","INSTALAÇÃO DE GRADIL, PARA CERACAMENTO DO CENTRO ADMINISTRATIVO GOVERNADOR VIRGÍLIO TÁVORA - CAMBEBA",FORTALEZA,100.00,Concluída,2256097.79,
4557,FORTEKS ENGENHARIA,"Sat, 22 Mar 2014","Tue, 13 Sep 2011","CONSTRUÇÃO DE 07 ESCOLAS ESTADUAIS DE EDUCAÇÃO PROFISSIONALIZANTE COM 12 SALAS PADRÕES, EM DIVERSOS MUNICÍPIOS DO ESTADO DO CEARÁ, LOTE N.º VI, MUNICÍPIO DE SOBRAL/CE.",SOBRAL,100.00,Concluída,2930881.33,
5890,CONSTRUTORA ADLE,"Mon, 03 Jan 2011","Fri, 18 Dec 2009","REFORMA DE 09 ESCOLAS DA REDE FISÍCA ESTADUAL, EM DIVERSOS MUNICIPIOS DO ESTADO DO CEARÁ",BREJO SANTO,75.24,Cancelada,84053.82,
5834,AMP ENGENHARIA,"Thu, 12 Nov 2009","Mon, 14 Sep 2009",CONTRATAÇÃO DE EMPRESA P/ EXECUÇÃO DOS SERVIÇOS DE REFORÇO DE FUNDAÇÃO DO LICEU DE BREJO SANTO/CE,BREJO SANTO,100.00,Concluída,172028.62,
6055,G & M,"Sun, 15 Nov 2009","Tue, 18 Aug 2009","CONSTRUÇAO DE MURO NUMA EXTENSAO DE 711,00 METROS E RECUPERAÇAO DE CAIXA D AGUA NO PARQUE DE EXPOSIÇOES PEDRO FELICIO NO MUNICIPIO DO CRATO -CE",CRATO,55.49,Concluída,303790.26,
7359,TECNOS,"Wed, 07 Dec 2016","Fri, 10 Jun 2016","OBRAS DE CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO INFANTIL, PADRÃO (4 SALAS), NO MUNICÍPIO DE ORÓS/CE",ORÓS,9.96,Em Execução,1045975.02,
5898,J M D CONSTRUÇÕES LTDA,"Wed, 15 Jun 2011","Tue, 08 Dec 2009",CONSTRUÇÃO DE 03 ESCOLAS ESTADUAIS EM BARRO,BARRO,100.00,Concluída,1717011.05,
7446,CONSTRUTORA CAMPOS OLIVEIRA,"Tue, 16 Jan 2018","Mon, 18 Jul 2016",CONSTRUÇÃO DE UMA ESCOLA PROFISSIONALIZANTE NO MUNICÍPIO DE SENADOR POMPEU - CE,SENADOR POMPEU,94.96,Em Execução,8340122.02,
4558,CONSORCIO VITORIA,"Tue, 06 Nov 2012","Wed, 14 Sep 2011","CONSTRUÇÃO DE 08(OITO) ESCOLAS DE EDUCAÇÃO PROFISSIONAL, COM 12 (DOZE) SALAS PADRAO  MEC/FNDE NOS MUNICIPIOS DE FORTALEZA (BAIRROS: JARDIM IRACEMA , TRANCREDO NEVES, DOM LUSTOSA, VILA UNIAO, SIQUEIRA, E ITAPERI) PACATUBA E CRATO - CE LOTE Nº08(CRATO)",CRATO,100.00,Concluída,5128271.00,
6215,LINEAR CONSTRUÇÕES,"Mon, 28 Jun 2010","Mon, 03 Aug 2009","CONSTRUÇÃO DE UMA DELEGACIA DE POLÍCIA CIVIL - PADRÃO II, COM NOVA FACHADA, EM VARZEA ALEGRE",VÁRZEA ALEGRE,100.00,Concluída,625065.97,
4591,JR COMÉRCIO,"Thu, 20 Sep 2012","Fri, 01 Oct 2010","EXECUÇÃO DAS OBRAS DE SISTEMA DE ABASTECIMENTO DE ÁGUAS NAS COMUNIDADES RURAIS SITUADAS NOS 08(OITO) MUNICÍPIO DE BOA VIAGEM,CANINDE,PEDRA BRANCA,QUITERIANÓPOLIS,TAUÁ,ACOPIARA,CATARINA,E IGUATU ESTADO DO CEARÁ LOTE Nº1",PEDRA BRANCA,75.48,Cancelada,733151.54,
6101,BINOMIO,"Thu, 29 Oct 2009","Thu, 02 Jul 2009","REFORMA DO PRÉDIO DA CELOG, NO PRÉDIO DA ANTIGA CEMAV, LOCALIZADO Á RUA ANTº LAFAIETE, 364 - PRESIDENTE KENNEDY, FORTALEZA-CE",FORTALEZA,100.00,Concluída,626546.41,
5808,CONSTRUTORA TERRA,"Tue, 21 Jul 2009","Thu, 23 Apr 2009",CONSTRUÇÃO DA QUADRA COBERTA NA ESCOLA EEFM MATILDE R. VASCONCELOS - URUBURETAMA,URUBURETAMA,100.00,Em Execução,456774.99,
